date,ticker,close_price
2021-06-29,ADS,420.88
2021-06-30,ADS,409.99
2021-07-01,ADS,412.88
2021-07-02,ADS,417.56
2021-07-05,ADS,414.32
2021-07-06,ADS,414.13
2021-07-07,ADS,403.21
2021-07-08,ADS,403.3
2021-07-09,ADS,408.16
2021-07-12,ADS,405.03
2021-07-13,ADS,403.67
2021-07-14,ADS,416.63
2021-07-15,ADS,423.27
2021-07-16,ADS,435.88
2021-07-19,ADS,432.48
2021-07-20,ADS,425.08
2021-07-21,ADS,427.57
2021-07-22,ADS,422.7
2021-07-23,ADS,428.22
2021-07-26,ADS,431.84
2021-07-27,ADS,438.9
2021-07-28,ADS,443.9
2021-07-29,ADS,441.58
2021-07-30,ADS,442.35
2021-08-02,ADS,436.47
2021-08-03,ADS,442.14
2021-08-04,ADS,447.35
2021-08-05,ADS,448.18
2021-08-06,ADS,448.77
2021-08-09,ADS,460.37
2021-08-10,ADS,464.55
2021-08-11,ADS,461.66
2021-08-12,ADS,468.6
2021-08-13,ADS,462.86
2021-08-16,ADS,458.6
2021-08-17,ADS,463.9
2021-08-18,ADS,451.72
2021-08-19,ADS,456.0
2021-08-20,ADS,447.04
2021-08-23,ADS,446.92
2021-08-24,ADS,444.82
2021-08-25,ADS,440.87
2021-08-26,ADS,434.21
2021-08-27,ADS,433.82
2021-08-30,ADS,434.53
2021-08-31,ADS,435.1
2021-09-01,ADS,445.32
2021-09-02,ADS,440.12
2021-09-03,ADS,446.1
2021-09-06,ADS,456.84
2021-09-07,ADS,457.74
2021-09-08,ADS,459.57
2021-09-09,ADS,461.3
2021-09-10,ADS,468.17
2021-09-13,ADS,464.76
2021-09-14,ADS,461.02
2021-09-15,ADS,464.35
2021-09-16,ADS,453.36
2021-09-17,ADS,469.17
2021-09-20,ADS,484.62
2021-09-21,ADS,481.69
2021-09-22,ADS,481.24
2021-09-23,ADS,494.49
2021-09-24,ADS,491.59
2021-09-27,ADS,497.07
2021-09-28,ADS,493.22
2021-09-29,ADS,514.93
2021-09-30,ADS,510.22
2021-10-01,ADS,512.91
2021-10-04,ADS,514.02
2021-10-05,ADS,528.9
2021-10-06,ADS,526.48
2021-10-07,ADS,535.45
2021-10-08,ADS,541.93
2021-10-11,ADS,551.8
2021-10-12,ADS,552.59
2021-10-13,ADS,550.35
2021-10-14,ADS,524.07
2021-10-15,ADS,532.59
2021-10-18,ADS,525.94
2021-10-19,ADS,530.86
2021-10-20,ADS,531.19
2021-10-21,ADS,537.84
2021-10-22,ADS,546.86
2021-10-25,ADS,523.04
2021-10-26,ADS,527.64
2021-10-27,ADS,524.6
2021-10-28,ADS,532.33
2021-10-29,ADS,539.75
2021-11-01,ADS,546.02
2021-11-02,ADS,547.45
2021-11-03,ADS,539.86
2021-11-04,ADS,533.94
2021-11-05,ADS,519.41
2021-11-08,ADS,517.22
2021-11-09,ADS,508.42
2021-11-10,ADS,494.15
2021-11-11,ADS,494.04
2021-11-12,ADS,499.6
2021-11-15,ADS,509.8
2021-11-16,ADS,514.02
2021-11-17,ADS,504.94
2021-11-18,ADS,501.01
2021-11-19,ADS,491.57
2021-11-22,ADS,488.58
2021-11-23,ADS,480.03
2021-11-24,ADS,488.44
2021-11-25,ADS,481.46
2021-11-26,ADS,483.22
2021-11-29,ADS,481.74
2021-11-30,ADS,484.45
2021-12-01,ADS,486.71
2021-12-02,ADS,470.79
2021-12-03,ADS,465.72
2021-12-06,ADS,473.05
2021-12-07,ADS,469.3
2021-12-08,ADS,476.44
2021-12-09,ADS,497.06
2021-12-10,ADS,495.07
2021-12-13,ADS,488.36
2021-12-14,ADS,488.2
2021-12-15,ADS,495.55
2021-12-16,ADS,488.39
2021-12-17,ADS,482.2
2021-12-20,ADS,476.97
2021-12-21,ADS,485.88
2021-12-22,ADS,495.21
2021-12-23,ADS,502.03
2021-12-24,ADS,502.91
2021-12-27,ADS,512.09
2021-12-28,ADS,513.71
2021-12-29,ADS,512.62
2021-12-30,ADS,506.04
2021-12-31,ADS,503.32
2022-01-03,ADS,506.93
2022-01-04,ADS,508.31
2022-01-05,ADS,501.4
2022-01-06,ADS,498.53
2022-01-07,ADS,503.71
2022-01-10,ADS,507.85
2022-01-11,ADS,507.12
2022-01-12,ADS,499.74
2022-01-13,ADS,509.24
2022-01-14,ADS,513.34
2022-01-17,ADS,499.4
2022-01-18,ADS,509.2
2022-01-19,ADS,517.0
2022-01-20,ADS,523.2
2022-01-21,ADS,534.12
2022-01-24,ADS,545.32
2022-01-25,ADS,548.93
2022-01-26,ADS,556.74
2022-01-27,ADS,546.69
2022-01-28,ADS,533.16
2022-01-31,ADS,531.94
2022-02-01,ADS,544.58
2022-02-02,ADS,541.28
2022-02-03,ADS,534.25
2022-02-04,ADS,528.11
2022-02-07,ADS,523.98
2022-02-08,ADS,531.61
2022-02-09,ADS,532.38
2022-02-10,ADS,530.01
2022-02-11,ADS,550.45
2022-02-14,ADS,540.58
2022-02-15,ADS,551.68
2022-02-16,ADS,533.55
2022-02-17,ADS,533.12
2022-02-18,ADS,534.49
2022-02-21,ADS,542.63
2022-02-22,ADS,540.45
2022-02-23,ADS,531.97
2022-02-24,ADS,530.37
2022-02-25,ADS,529.17
2022-02-28,ADS,529.4
2022-03-01,ADS,535.88
2022-03-02,ADS,538.5
2022-03-03,ADS,537.94
2022-03-04,ADS,532.28
2022-03-07,ADS,540.69
2022-03-08,ADS,554.36
2022-03-09,ADS,568.7
2022-03-10,ADS,579.82
2022-03-11,ADS,596.37
2022-03-14,ADS,595.72
2022-03-15,ADS,605.11
2022-03-16,ADS,616.45
2022-03-17,ADS,628.72
2022-03-18,ADS,624.42
2022-03-21,ADS,616.4
2022-03-22,ADS,611.87
2022-03-23,ADS,611.6
2022-03-24,ADS,623.1
2022-03-25,ADS,634.39
2022-03-28,ADS,628.11
2022-03-29,ADS,622.38
2022-03-30,ADS,620.96
2022-03-31,ADS,625.35
2022-04-01,ADS,628.85
2022-04-04,ADS,630.78
2022-04-05,ADS,621.39
2022-04-06,ADS,637.25
2022-04-07,ADS,626.64
2022-04-08,ADS,621.82
2022-04-11,ADS,641.84
2022-04-12,ADS,649.45
2022-04-13,ADS,644.28
2022-04-14,ADS,648.51
2022-04-15,ADS,646.65
2022-04-18,ADS,643.65
2022-04-19,ADS,634.19
2022-04-20,ADS,615.35
2022-04-21,ADS,611.79
2022-04-22,ADS,616.29
2022-04-25,ADS,635.03
2022-04-26,ADS,633.35
2022-04-27,ADS,628.24
2022-04-28,ADS,638.84
2022-04-29,ADS,632.75
2022-05-02,ADS,635.4
2022-05-03,ADS,617.07
2022-05-04,ADS,639.23
2022-05-05,ADS,657.17
2022-05-06,ADS,657.38
2022-05-09,ADS,653.66
2022-05-10,ADS,661.1
2022-05-11,ADS,668.62
2022-05-12,ADS,676.26
2022-05-13,ADS,682.61
2022-05-16,ADS,685.81
2022-05-17,ADS,690.55
2022-05-18,ADS,693.72
2022-05-19,ADS,698.9
2022-05-20,ADS,702.89
2022-05-23,ADS,719.02
2022-05-24,ADS,708.75
2022-05-25,ADS,695.58
2022-05-26,ADS,696.04
2022-05-27,ADS,696.26
2022-05-30,ADS,688.85
2022-05-31,ADS,696.21
2022-06-01,ADS,696.46
2022-06-02,ADS,683.66
2022-06-03,ADS,679.83
2022-06-06,ADS,686.05
2022-06-07,ADS,692.51
2022-06-08,ADS,703.5
2022-06-09,ADS,711.04
2022-06-10,ADS,722.45
2022-06-13,ADS,707.88
2022-06-14,ADS,692.23
2022-06-15,ADS,694.34
2022-06-16,ADS,690.97
2022-06-17,ADS,698.31
2022-06-20,ADS,710.64
2022-06-21,ADS,710.44
2022-06-22,ADS,700.67
2022-06-23,ADS,707.87
2022-06-24,ADS,712.03
2022-06-27,ADS,715.51
2022-06-28,ADS,723.4
2022-06-29,ADS,716.86
2022-06-30,ADS,687.93
2022-07-01,ADS,669.32
2022-07-04,ADS,677.82
2022-07-05,ADS,676.21
2022-07-06,ADS,680.29
2022-07-07,ADS,674.25
2022-07-08,ADS,656.87
2022-07-11,ADS,673.72
2022-07-12,ADS,672.86
2022-07-13,ADS,672.05
2022-07-14,ADS,660.11
2022-07-15,ADS,672.04
2022-07-18,ADS,684.23
2022-07-19,ADS,678.98
2022-07-20,ADS,689.26
2022-07-21,ADS,692.18
2022-07-22,ADS,685.07
2022-07-25,ADS,681.47
2022-07-26,ADS,676.13
2022-07-27,ADS,654.6
2022-07-28,ADS,655.91
2022-07-29,ADS,646.01
2022-08-01,ADS,641.02
2022-08-02,ADS,640.29
2022-08-03,ADS,649.01
2022-08-04,ADS,629.84
2022-08-05,ADS,622.1
2022-08-08,ADS,633.96
2022-08-09,ADS,627.77
2022-08-10,ADS,630.66
2022-08-11,ADS,626.85
2022-08-12,ADS,629.04
2022-08-15,ADS,640.37
2022-08-16,ADS,644.21
2022-08-17,ADS,620.2
2022-08-18,ADS,624.19
2022-08-19,ADS,639.64
2022-08-22,ADS,670.49
2022-08-23,ADS,684.44
2022-08-24,ADS,664.39
2022-08-25,ADS,669.56
2022-08-26,ADS,679.78
2022-08-29,ADS,681.88
2022-08-30,ADS,690.59
2022-08-31,ADS,673.21
2022-09-01,ADS,681.25
2022-09-02,ADS,654.81
2022-09-05,ADS,643.38
2022-09-06,ADS,640.12
2022-09-07,ADS,634.62
2022-09-08,ADS,624.02
2022-09-09,ADS,619.78
2022-09-12,ADS,624.0
2022-09-13,ADS,624.85
2022-09-14,ADS,632.47
2022-09-15,ADS,637.54
2022-09-16,ADS,628.71
2022-09-19,ADS,646.08
2022-09-20,ADS,635.19
2022-09-21,ADS,658.48
2022-09-22,ADS,671.01
2022-09-23,ADS,668.58
2022-09-26,ADS,668.72
2022-09-27,ADS,683.05
2022-09-28,ADS,702.93
2022-09-29,ADS,713.89
2022-09-30,ADS,701.67
2022-10-03,ADS,711.12
2022-10-04,ADS,685.0
2022-10-05,ADS,684.82
2022-10-06,ADS,698.59
2022-10-07,ADS,685.45
2022-10-10,ADS,665.95
2022-10-11,ADS,659.34
2022-10-12,ADS,663.62
2022-10-13,ADS,660.69
2022-10-14,ADS,643.87
2022-10-17,ADS,627.05
2022-10-18,ADS,637.77
2022-10-19,ADS,631.46
2022-10-20,ADS,630.29
2022-10-21,ADS,635.35
2022-10-24,ADS,629.71
2022-10-25,ADS,644.18
2022-10-26,ADS,651.33
2022-10-27,ADS,665.27
2022-10-28,ADS,674.52
2022-10-31,ADS,679.88
2022-11-01,ADS,672.77
2022-11-02,ADS,667.86
2022-11-03,ADS,687.3
2022-11-04,ADS,683.29
2022-11-07,ADS,710.06
2022-11-08,ADS,704.71
2022-11-09,ADS,708.77
2022-11-10,ADS,707.01
2022-11-11,ADS,703.18
2022-11-14,ADS,720.0
2022-11-15,ADS,718.33
2022-11-16,ADS,711.44
2022-11-17,ADS,708.41
2022-11-18,ADS,713.14
2022-11-21,ADS,714.25
2022-11-22,ADS,701.46
2022-11-23,ADS,699.94
2022-11-24,ADS,704.41
2022-11-25,ADS,720.06
2022-11-28,ADS,710.91
2022-11-29,ADS,710.75
2022-11-30,ADS,696.7
2022-12-01,ADS,683.97
2022-12-02,ADS,682.57
2022-12-05,ADS,670.41
2022-12-06,ADS,661.05
2022-12-07,ADS,662.68
2022-12-08,ADS,644.57
2022-12-09,ADS,640.19
2022-12-12,ADS,647.08
2022-12-13,ADS,659.45
2022-12-14,ADS,648.69
2022-12-15,ADS,654.09
2022-12-16,ADS,646.44
2022-12-19,ADS,645.65
2022-12-20,ADS,649.6
2022-12-21,ADS,651.17
2022-12-22,ADS,663.64
2022-12-23,ADS,665.33
2022-12-26,ADS,684.01
2022-12-27,ADS,682.25
2022-12-28,ADS,672.01
2022-12-29,ADS,687.86
2022-12-30,ADS,686.29
2023-01-02,ADS,683.27
2023-01-03,ADS,689.09
2023-01-04,ADS,669.55
2023-01-05,ADS,657.53
2023-01-06,ADS,671.39
2023-01-09,ADS,674.41
2023-01-10,ADS,685.15
2023-01-11,ADS,670.12
2023-01-12,ADS,668.86
2023-01-13,ADS,674.74
2023-01-16,ADS,669.57
2023-01-17,ADS,673.26
2023-01-18,ADS,675.68
2023-01-19,ADS,667.79
2023-01-20,ADS,664.03
2023-01-23,ADS,649.92
2023-01-24,ADS,669.53
2023-01-25,ADS,674.03
2023-01-26,ADS,659.01
2023-01-27,ADS,639.54
2023-01-30,ADS,630.83
2023-01-31,ADS,635.65
2023-02-01,ADS,632.5
2023-02-02,ADS,635.96
2023-02-03,ADS,635.9
2023-02-06,ADS,635.67
2023-02-07,ADS,653.96
2023-02-08,ADS,652.69
2023-02-09,ADS,672.92
2023-02-10,ADS,690.18
2023-02-13,ADS,697.93
2023-02-14,ADS,680.65
2023-02-15,ADS,693.18
2023-02-16,ADS,688.55
2023-02-17,ADS,686.17
2023-02-20,ADS,673.09
2023-02-21,ADS,674.56
2023-02-22,ADS,679.85
2023-02-23,ADS,688.45
2023-02-24,ADS,685.13
2023-02-27,ADS,677.12
2023-02-28,ADS,681.13
2023-03-01,ADS,695.88
2023-03-02,ADS,701.46
2023-03-03,ADS,710.83
2023-03-06,ADS,709.08
2023-03-07,ADS,700.4
2023-03-08,ADS,709.89
2023-03-09,ADS,709.02
2023-03-10,ADS,704.76
2023-03-13,ADS,708.08
2023-03-14,ADS,714.43
2023-03-15,ADS,717.92
2023-03-16,ADS,712.29
2023-03-17,ADS,694.02
2023-03-20,ADS,701.97
2023-03-21,ADS,710.57
2023-03-22,ADS,703.92
2023-03-23,ADS,708.98
2023-03-24,ADS,703.69
2023-03-27,ADS,710.47
2023-03-28,ADS,722.85
2023-03-29,ADS,704.29
2023-03-30,ADS,695.14
2023-03-31,ADS,703.91
2023-04-03,ADS,700.15
2023-04-04,ADS,693.02
2023-04-05,ADS,688.03
2023-04-06,ADS,691.59
2023-04-07,ADS,690.27
2023-04-10,ADS,678.32
2023-04-11,ADS,710.21
2023-04-12,ADS,702.65
2023-04-13,ADS,706.56
2023-04-14,ADS,697.78
2023-04-17,ADS,700.76
2023-04-18,ADS,707.83
2023-04-19,ADS,719.19
2023-04-20,ADS,707.98
2023-04-21,ADS,728.12
2023-04-24,ADS,708.74
2023-04-25,ADS,726.08
2023-04-26,ADS,724.6
2023-04-27,ADS,710.62
2023-04-28,ADS,735.01
2023-05-01,ADS,758.91
2023-05-02,ADS,740.18
2023-05-03,ADS,733.88
2023-05-04,ADS,741.58
2023-05-05,ADS,742.47
2023-05-08,ADS,757.2
2023-05-09,ADS,763.22
2023-05-10,ADS,770.58
2023-05-11,ADS,791.71
2023-05-12,ADS,793.54
2023-05-15,ADS,793.03
2023-05-16,ADS,790.05
2023-05-17,ADS,798.84
2023-05-18,ADS,800.49
2023-05-19,ADS,793.66
2023-05-22,ADS,790.24
2023-05-23,ADS,795.81
2023-05-24,ADS,789.22
2023-05-25,ADS,778.77
2023-05-26,ADS,790.29
2023-05-29,ADS,781.73
2023-05-30,ADS,813.31
2023-05-31,ADS,810.01
2023-06-01,ADS,812.34
2023-06-02,ADS,828.7
2023-06-05,ADS,863.87
2023-06-06,ADS,868.97
2023-06-07,ADS,858.34
2023-06-08,ADS,869.7
2023-06-09,ADS,899.11
2023-06-12,ADS,893.22
2023-06-13,ADS,896.79
2023-06-14,ADS,899.61
2023-06-15,ADS,907.39
2023-06-16,ADS,897.9
2023-06-19,ADS,873.15
2023-06-20,ADS,883.87
2023-06-21,ADS,897.3
2023-06-22,ADS,884.64
2023-06-23,ADS,899.05
2023-06-26,ADS,906.41
2023-06-27,ADS,893.19
2023-06-28,ADS,904.25
2023-06-29,ADS,910.26
2023-06-30,ADS,929.72
2023-07-03,ADS,941.42
2023-07-04,ADS,958.27
2023-07-05,ADS,926.96
2023-07-06,ADS,926.31
2023-07-07,ADS,904.52
2023-07-10,ADS,908.11
2023-07-11,ADS,920.95
2023-07-12,ADS,942.48
2023-07-13,ADS,947.22
2023-07-14,ADS,947.98
2023-07-17,ADS,927.94
2023-07-18,ADS,921.25
2023-07-19,ADS,900.85
2023-07-20,ADS,895.73
2023-07-21,ADS,906.98
2023-07-24,ADS,910.59
2023-07-25,ADS,922.96
2023-07-26,ADS,917.77
2023-07-27,ADS,890.38
2023-07-28,ADS,896.9
2023-07-31,ADS,915.1
2023-08-01,ADS,913.55
2023-08-02,ADS,885.01
2023-08-03,ADS,894.87
2023-08-04,ADS,874.12
2023-08-07,ADS,901.34
2023-08-08,ADS,895.1
2023-08-09,ADS,882.73
2023-08-10,ADS,892.43
2023-08-11,ADS,904.82
2023-08-14,ADS,912.44
2023-08-15,ADS,951.77
2023-08-16,ADS,956.35
2023-08-17,ADS,943.89
2023-08-18,ADS,946.26
2023-08-21,ADS,949.32
2023-08-22,ADS,979.46
2023-08-23,ADS,981.15
2023-08-24,ADS,985.64
2023-08-25,ADS,968.49
2023-08-28,ADS,968.9
2023-08-29,ADS,976.32
2023-08-30,ADS,946.34
2023-08-31,ADS,937.38
2023-09-01,ADS,941.73
2023-09-04,ADS,925.35
2023-09-05,ADS,899.84
2023-09-06,ADS,891.41
2023-09-07,ADS,885.09
2023-09-08,ADS,893.78
2023-09-11,ADS,895.5
2023-09-12,ADS,883.83
2023-09-13,ADS,876.86
2023-09-14,ADS,887.04
2023-09-15,ADS,894.42
2023-09-18,ADS,890.78
2023-09-19,ADS,916.39
2023-09-20,ADS,931.63
2023-09-21,ADS,957.39
2023-09-22,ADS,979.6
2023-09-25,ADS,1008.33
2023-09-26,ADS,984.66
2023-09-27,ADS,993.55
2023-09-28,ADS,1011.28
2023-09-29,ADS,1024.04
2023-10-02,ADS,1001.6
2023-10-03,ADS,1015.93
2023-10-04,ADS,1015.32
2023-10-05,ADS,1035.43
2023-10-06,ADS,1012.81
2023-10-09,ADS,1008.63
2023-10-10,ADS,967.4
2023-10-11,ADS,955.33
2023-10-12,ADS,981.3
2023-10-13,ADS,991.58
2023-10-16,ADS,997.97
2023-10-17,ADS,1011.78
2023-10-18,ADS,1003.22
2023-10-19,ADS,1000.19
2023-10-20,ADS,1010.24
2023-10-23,ADS,1000.35
2023-10-24,ADS,1003.18
2023-10-25,ADS,1014.92
2023-10-26,ADS,1029.97
2023-10-27,ADS,1052.03
2023-10-30,ADS,1065.74
2023-10-31,ADS,1079.73
2023-11-01,ADS,1082.3
2023-11-02,ADS,1054.52
2023-11-03,ADS,1051.34
2023-11-06,ADS,1058.07
2023-11-07,ADS,1032.65
2023-11-08,ADS,1025.83
2023-11-09,ADS,1043.24
2023-11-10,ADS,1038.85
2023-11-13,ADS,1061.8
2023-11-14,ADS,1055.08
2023-11-15,ADS,1039.48
2023-11-16,ADS,1069.22
2023-11-17,ADS,1055.37
2023-11-20,ADS,1035.45
2023-11-21,ADS,1030.72
2023-11-22,ADS,1048.69
2023-11-23,ADS,1073.04
2023-11-24,ADS,1112.98
2023-11-27,ADS,1091.27
2023-11-28,ADS,1093.01
2023-11-29,ADS,1125.48
2023-11-30,ADS,1146.24
2023-12-01,ADS,1170.9
2023-12-04,ADS,1167.13
2023-12-05,ADS,1195.66
2023-12-06,ADS,1216.32
2023-12-07,ADS,1224.77
2023-12-08,ADS,1198.75
2023-12-11,ADS,1201.64
2023-12-12,ADS,1223.66
2023-12-13,ADS,1190.08
2023-12-14,ADS,1191.89
2023-12-15,ADS,1197.7
2023-12-18,ADS,1201.4
2023-12-19,ADS,1204.31
2023-12-20,ADS,1234.69
2023-12-21,ADS,1239.8
2023-12-22,ADS,1241.96
2023-12-25,ADS,1238.42
2023-12-26,ADS,1255.11
2023-12-27,ADS,1224.27
2023-12-28,ADS,1232.44
2023-12-29,ADS,1220.25
2024-01-01,ADS,1214.14
2024-01-02,ADS,1237.58
2024-01-03,ADS,1244.66
2024-01-04,ADS,1253.28
2024-01-05,ADS,1260.11
2024-01-08,ADS,1256.63
2024-01-09,ADS,1284.98
2024-01-10,ADS,1288.87
2024-01-11,ADS,1295.69
2024-01-12,ADS,1302.55
2024-01-15,ADS,1279.78
2024-01-16,ADS,1328.58
2024-01-17,ADS,1311.09
2024-01-18,ADS,1292.93
2024-01-19,ADS,1290.52
2024-01-22,ADS,1295.71
2024-01-23,ADS,1295.09
2024-01-24,ADS,1290.24
2024-01-25,ADS,1315.58
2024-01-26,ADS,1285.07
2024-01-29,ADS,1292.78
2024-01-30,ADS,1312.25
2024-01-31,ADS,1307.65
2024-02-01,ADS,1329.98
2024-02-02,ADS,1339.51
2024-02-05,ADS,1318.88
2024-02-06,ADS,1288.12
2024-02-07,ADS,1300.1
2024-02-08,ADS,1315.06
2024-02-09,ADS,1319.68
2024-02-12,ADS,1306.99
2024-02-13,ADS,1307.03
2024-02-14,ADS,1297.17
2024-02-15,ADS,1260.26
2024-02-16,ADS,1266.86
2024-02-19,ADS,1274.68
2024-02-20,ADS,1279.35
2024-02-21,ADS,1314.52
2024-02-22,ADS,1285.59
2024-02-23,ADS,1269.67
2024-02-26,ADS,1287.4
2024-02-27,ADS,1286.09
2024-02-28,ADS,1231.32
2024-02-29,ADS,1226.49
2024-03-01,ADS,1234.19
2024-03-04,ADS,1198.37
2024-03-05,ADS,1200.62
2024-03-06,ADS,1197.83
2024-03-07,ADS,1167.7
2024-03-08,ADS,1148.22
2024-03-11,ADS,1169.11
2024-03-12,ADS,1190.45
2024-03-13,ADS,1194.1
2024-03-14,ADS,1152.32
2024-03-15,ADS,1152.46
2024-03-18,ADS,1147.1
2024-03-19,ADS,1141.54
2024-03-20,ADS,1169.29
2024-03-21,ADS,1182.89
2024-03-22,ADS,1188.08
2024-03-25,ADS,1160.14
2024-03-26,ADS,1141.14
2024-03-27,ADS,1131.96
2024-03-28,ADS,1130.77
2024-03-29,ADS,1126.57
2024-04-01,ADS,1143.4
2024-04-02,ADS,1162.49
2024-04-03,ADS,1163.39
2024-04-04,ADS,1174.24
2024-04-05,ADS,1186.26
2024-04-08,ADS,1172.74
2024-04-09,ADS,1163.8
2024-04-10,ADS,1154.74
2024-04-11,ADS,1149.44
2024-04-12,ADS,1115.56
2024-04-15,ADS,1109.56
2024-04-16,ADS,1130.23
2024-04-17,ADS,1129.94
2024-04-18,ADS,1146.32
2024-04-19,ADS,1141.97
2024-04-22,ADS,1156.64
2024-04-23,ADS,1144.49
2024-04-24,ADS,1127.2
2024-04-25,ADS,1139.22
2024-04-26,ADS,1146.62
2024-04-29,ADS,1123.46
2024-04-30,ADS,1127.93
2024-05-01,ADS,1116.19
2024-05-02,ADS,1101.12
2024-05-03,ADS,1091.15
2024-05-06,ADS,1088.84
2024-05-07,ADS,1099.75
2024-05-08,ADS,1126.41
2024-05-09,ADS,1107.68
2024-05-10,ADS,1086.77
2024-05-13,ADS,1114.07
2024-05-14,ADS,1129.44
2024-05-15,ADS,1128.48
2024-05-16,ADS,1102.2
2024-05-17,ADS,1089.06
2024-05-20,ADS,1081.17
2024-05-21,ADS,1073.32
2024-05-22,ADS,1056.1
2024-05-23,ADS,1076.17
2024-05-24,ADS,1056.04
2024-05-27,ADS,1050.3
2024-05-28,ADS,1049.86
2024-05-29,ADS,1037.14
2024-05-30,ADS,987.13
2024-05-31,ADS,957.65
2024-06-03,ADS,947.95
2024-06-04,ADS,964.19
2024-06-05,ADS,991.92
2024-06-06,ADS,984.1
2024-06-07,ADS,988.99
2024-06-10,ADS,972.05
2024-06-11,ADS,975.09
2024-06-12,ADS,1001.38
2024-06-13,ADS,1009.68
2024-06-14,ADS,1014.74
2024-06-17,ADS,1003.61
2024-06-18,ADS,1002.67
2024-06-19,ADS,1036.73
2024-06-20,ADS,1027.69
2024-06-21,ADS,1016.89
2024-06-24,ADS,1011.93
2024-06-25,ADS,1000.49
2024-06-26,ADS,977.77
2024-06-27,ADS,976.58
2024-06-28,ADS,977.59
2024-07-01,ADS,1008.03
2024-07-02,ADS,993.76
2024-07-03,ADS,1000.2
2024-07-04,ADS,1021.61
2024-07-05,ADS,1036.72
2024-07-08,ADS,1033.85
2024-07-09,ADS,1021.71
2024-07-10,ADS,1034.68
